time	event	lat	lng	x	y	accuracy
1425808343588	gps	52.89198813959956	-1.156907407566905	-128786.34350531407	6928943.761188759	10
1425808344654	gps	52.89197116624564	-1.1568903923034668	-128784.44937485243	6928940.637071382	10
1425808345590	gps	52.8919586353004	-1.156876226887107	-128782.87248791636	6928938.330625021	10
1425808346686	gps	52.89194597862661	-1.1568691860884428	-128782.0887097943	6928936.001037738	10
1425808347687	gps	52.89193420205265	-1.1568600498139858	-128781.071664374	6928933.83344224	10
1425808348692	gps	52.891923850402236	-1.1568543501198292	-128780.43717732282	6928931.928118571	10
1425808349691	gps	52.89191743824631	-1.1568450462073088	-128779.40147051864	6928930.7478980655	10
1425808350693	gps	52.89191102609038	-1.1568386759608984	-128778.69233793202	6928929.567677735	10
1425808351698	gps	52.89190046489239	-1.156832640990615	-128778.0205281131	6928927.62378581	10
1425808352604	gps	52.891891286708415	-1.1568307969719172	-128777.81525289066	6928925.9344515465	10
1425808353603	gps	52.89188223425299	-1.1568257678300142	-128777.2554113749	6928924.268259201	10
1425808354607	gps	52.89187343325466	-1.1568194814026356	-128776.5556094802	6928922.648350312	10
1425808355603	gps	52.891857172362506	-1.1568032205104828	-128774.7454552459	6928919.655376662	10
1425808356668	gps	52.89184489287436	-1.156801376491785	-128774.54018002345	6928917.395219472	10
1425808357665	gps	52.89183156564832	-1.1567950062453747	-128773.83104743683	6928914.942216834	10
1425808358667	gps	52.89182008244097	-1.156794922426343	-128773.8217167449	6928912.828623976	10
1425808359669	gps	52.89181052707136	-1.15679282695055	-128773.58844944666	6928911.069868302	10
1425808360674	gps	52.891804282553494	-1.156796095892787	-128773.95234643192	6928909.920506252	10
1425808362349	gps	52.891800845973194	-1.15680112503469	-128774.51218794766	6928909.287971503	10
1425808362700	gps	52.891794978640974	-1.1567973531782627	-128774.09230681087	6928908.208034244	10
1425808363697	gps	52.891786554828286	-1.1567888036370277	-128773.14057623404	6928906.657553151	10
1425808364712	gps	52.891777670010924	-1.1567767336964607	-128771.79695659623	6928905.022220188	10
1425808365695	gps	52.89177050348371	-1.1567680165171623	-128770.82656463557	6928903.703154693	10
1425808366699	gps	52.89176124148071	-1.1567561980336905	-128769.51093707354	6928901.998397858	10
1425808367600	gps	52.891763085499406	-1.1567346565425396	-128767.11294924769	6928902.33780643	10
1425808368697	gps	52.89175977464765	-1.1567032244056463	-128763.6139397742	6928901.728413777	10
